SiteCode,CaO_Mean,TP_Mean,Vol_ave,AtmCa,AtmNa,AtmNO3,AtmSO4,TMIN_WS,XWD_WS,RH_WS,PT_Tmin,AWC_soil,Db3rdbar,Kfact,Pct_Alfi,SOC,EVI_AveAve,Evergr_ave,alru_dom,Wb_mx_area,slpavg,GW_P_Sp_Mx,ER13,PPT_ACCUM,PPT_2MoAvg,DOY,Type,GIS_LAT,GIS_LONG
ORDEQ24453,6.81,0.27,0.8583,0.032,0.278,0.199,0.227,-35.6,182.6,70,-30,0.1586,0.9525,0.2681,0,10.5048,3077,0.9641,0.3184,50326,0.1232,422,N,280761.2,828.5,242,REF,44.84536,-122.20803
ORDEQ24454,7.31,0.3,0.7938,0.035,0.285,0.298,0.287,-70.7,200.3,71.7,-52,0.11,1.14,0.0776,0,8.8672,1720,0.4661,0.0121,0,0.204,95,N,321597.8,5039.4,249,REF,45.43375,-121.66899
ORDEQ25273,7,0.29,0.9175,0.026,0.208,0.142,0.174,-33.3,183,69,-29,0.18,0.87,0.32,0,10.4611,3306,0.9891,0.0216,19397,0.1248,63,N,166082.8,3051.7,255,REF,44.54251,-122.21883
ORDEQ25284,8.6,0.33,0.9818,0.027,0.19,0.149,0.168,-52.6,162.3,70,-45,0.1327,1.0524,0.2051,0,9.3513,2654,0.9606,0.0257,178723,0.1335,43,N,110195,1763.6,219,REF,43.79792,-122.13804
ORDEQ25285,6.57,0.26,0.7494,0.029,0.193,0.165,0.173,-51.8,160,66.7,-36,0.14,1.0243,0.2229,0,10.2316,2915,0.9172,0.0163,8846,0.1156,53,N,104734.4,1945.7,218,REF,43.68558,-122.19464
ORDEQ25290,1.09,0.12,0,0.042,0.621,0.139,0.28,9.5,168,75,10,0.15,1.1,0.17,0,10.8571,4043,0.4768,0.8792,0,0.0463,54,N,140268.3,2614.5,227,REF,44.17962,-123.89466
ORDEQ25324,7.84,0.27,0.814,0.036,0.377,0.214,0.266,-4.6,184.3,77.7,-6,0.177,0.8224,0.1512,0,10.5548,4221,0.8089,0.7748,56750,0.0785,85,N,146526.3,9441.1,275,REF,45.43462,-123.45127
ORDEQ25351,6.58,0.26,0.1415,0.036,0.19,0.22,0.185,-26.1,146,69.5,-17,0.1513,1.0737,0.2089,0,8.3244,3258,0.9026,0.0207,0,0.1438,38,N,76101.5,1279.8,233,REF,43.23377,-122.52135
ORDEQ25783,1.17,0.13,0,0.041,0.609,0.139,0.278,4.3,149.7,74,4,0.152,1.1393,0.2093,0,9.6094,4212,0.6789,0.1686,0,0.0483,1796,N,90071.4,1299.9,228,REF,44.11375,-123.50143
ORDEQ25784,2.63,0.17,0.2158,0.035,0.348,0.193,0.244,-7.5,167,70,-6,0.1246,1.1977,0.2124,0,9.666,3735,0.8652,0.9974,114939,0.0556,58,N,136965,3589.2,247,REF,44.87211,-122.65275
ORDEQ26791,6.96,0.29,0.763,0.027,0.211,0.152,0.18,-41.6,154.5,67,-38,0.1419,0.951,0.301,0,9.7086,3512,0.8212,0.171,22744,0.1548,1029,N,204922.6,2703.2,211,REF,44.59246,-121.93481
ORDEQ26805,4.64,0.2,0.4954,0.026,0.183,0.14,0.164,-52.6,161.7,67.7,-30,0.1452,1.0116,0.2375,0,8.8141,2880,0.9642,0.0964,590367,0.0938,4629,N,189365.3,2520.8,246,REF,43.95979,-122.05685
ORDEQ26806,5.74,0.24,0.6252,0.026,0.183,0.14,0.164,-57.2,162.8,67.4,-43,0.1418,1.019,0.2278,0,8.6528,2766,0.9631,0.0765,590367,0.0771,3768,N,195301.8,2619.3,247,REF,43.95494,-121.9862
ORDEQ26828,1.6,0.14,0,0.035,0.273,0.208,0.198,13.1,151.5,71,7,0.15,1.1,0.17,0,7.6786,3805,0.7296,0.2122,2006,0.1646,37,N,182590.4,1303.9,267,REF,42.94594,-123.79949
ORDEQ26834,1.09,0.12,0,0.036,0.354,0.186,0.22,19,169,73,19,0.15,1.1,0.17,0,8.641055,4289,0.9466,0.5302,0,0,56,N,232117.5,346.3,219,REF,43.21115,-123.84051
ORDEQ26852,4.29,0.2,0.607,0.041,0.125,0.264,0.178,-71.9,131.3,66.4,-55,0.1404,1.0495,0.1417,0,9.0888,2287,0.8432,0.0353,12302963,0.0556,922,N,126689.6,407.2,224,REF,#N/A,#N/A
ORDEQ26854,8.67,0.33,1,0.038,0.159,0.241,0.18,-56,140,70,-51,0.11,1.14,0.15,0,8.7309,2888,0.8885,0.0332,0,0.0738,39,N,131914.6,408.5,225,REF,43.09827,-122.40954
ORDEQ26861,8.11,0.31,1,0.035,0.307,0.253,0.267,-19.4,188,71,-6,0.1366,0.9134,0.2158,0,9.8738,3953,0.957,0.9733,4345,0.0915,66,N,238268.1,2746.5,273,REF,45.04075,-122.44564
ORDEQ26866,8.1,0.32,1,0.033,0.369,0.153,0.224,1.3,162.7,75,3,0.1367,1.2178,0.2444,0,9.4084,3906,0.9682,0.9998,0,0.0923,38,N,162659.6,691.5,233,REF,44.23008,-122.88053
ORDEQ29028,2.4,0.15,0.0418,0.035,0.322,0.249,0.277,-4.3,167.5,74.3,-1,0.16,1.22,0.24,0,10.264,4348,0.4352,0.1945,24450,0.0474,40,N,193544.6,1287.1,248,REF,45.66758,-123.28995
ORDEQ29031,7.53,0.3,0.9351,0.025,0.185,0.13,0.161,-7.5,169.3,70.8,-4,0.1275,1.1742,0.2173,0,10.085,4124,0.8698,0.9992,0,0.1173,114,N,182579.8,703,227,REF,44.12009,-122.52517
ORDEQ29034,6.24,0.22,0.468,0.036,0.339,0.239,0.273,-5.1,166.9,76.1,1,0.1624,1.1358,0.2879,14.9,10.1485,4092,0.5451,0.2438,35704,0.0953,122,N,201645.9,780.3,246,REF,45.51536,-123.26452
ORSE04-R003,5.92,0.24,0.9888,0.035,0.207,0.201,0.186,-27.5,146.6,69.9,-15,0.1533,1.0115,0.2414,0,9.0662,3031,0.9094,0.0242,1019,0.1606,70,N,138134.2,3834,244,REF,43.33054,-122.50774
ORSE04-R009,3.91,0.18,0.6628,0.078,0.107,0.389,0.236,-70.3,102.5,63,-62,0.11,1.3,0.1,0,4.6904,863,0.0169,0,70197,0.1437,28,N,113108.9,9982.9,182,REF,42.59043,-118.59834
ORSE04-R010,4.4,0.19,0.7589,0.077,0.107,0.388,0.236,-74,108,63,-73,0.11,1.3,0.1,0,4.7024,851,0.0082,0,6367,0.1693,28,N,113685.6,10090.9,182,REF,42.60206,-118.59338
ORSE04-R011,5.31,0.22,0.9247,0.08,0.108,0.394,0.239,-71,103,63,-54,0.11,1.3036,0.1089,0,4.824,1015,0.0228,0,9992,0.2801,27,N,93959.6,8120.4,180,REF,42.6779,-118.51607
Pole,4.69,0.21,0.7118,0.054,0.085,0.424,0.207,-79,87,55,-83,0.0896,1.2272,0.1336,0,6.4255,2747,0.5136,0.0241,0,0.1113,37,N,144968.8,197.1,244,REF,39.23543,-120.23265
Prosser.north,4.71,0.2,0.5769,0.053,0.092,0.415,0.206,-85.8,86.6,54.9,-91,0.085,1.3838,0.1479,16.1,6.5004,2516,0.4659,0.0226,138371,0.1087,42,N,78469.7,574.5,192,REF,39.38631,-120.25156
Sagehen,3.46,0.18,0.6253,0.053,0.089,0.416,0.205,-90.2,80.1,54.3,-96,0.0987,1.3024,0.2999,88.2,6.4064,3274,0.8909,0.0437,4161,0.071,28,N,53278.5,277.7,193,REF,39.43709,-120.22934
SHB-0315,5.16,0.12,0,0.062,0.031,0.421,0.28,-148.4,160.8,63.2,-129,0.0808,1.2545,0.0964,14.3,5.3556,2543,0.8092,0,82203,0.1194,1092,N,126736.2,9185,255,REF,48.0639,-113.24475
SHB-0395,2.38,0.13,0,0.062,0.043,0.439,0.295,-71.2,155.4,66,-71,0.1,1.1198,0.175,0,10.3495,2960,0.7965,0,20214,0.1618,92,N,118972.8,7417.4,225,REF,46.97061,-115.67634
Silver.cr,5.1,0.22,0.7414,0.068,0.061,0.525,0.25,-92.6,68,61,-101,0.09,1.04,0.176,18.5,5.6396,1731,0.0015,0.0035,0,0.1273,21,N,61108.8,587,200,REF,38.35634,-119.50882
SPARA017.25,4.17,0.16,0.3178,0.249,0.085,1.032,0.862,2.8,59.9,41,0,0.1196,1.4084,0.2491,3.9,2.6778,1719,0.1556,0,147490,0.0565,718,N,55939.2,1232.6,132,REF,32.9034775,-110.4609722
SPCRC013.37,5.43,0.14,0,0.26,0.114,1.044,0.84,-40,72,40,-40,0.09,1.43,0.1,0,4.6094,2705,0.8909,0,0,0.1859,18,N,94037.5,1062.5,94,REF,31.42682278,-110.3065953
SPMLC012.43,3.84,0.15,0,0.26,0.115,1.044,0.839,-46.4,75,40,-27,0.09,1.43,0.1,0,4.623,2877,0.8712,0,0,0.2384,88,N,77999.7,687.5,140,REF,31.40486111,-110.2848611
Spratt,4.51,0.19,0.4388,0.072,0.064,0.538,0.255,-77.8,91.5,59,-68,0.0718,1.3891,0.1227,19,6.1709,2594,0.5615,0.0404,0,0.0984,31,N,93999.9,2685.8,250,REF,38.686,-119.809
SPRUC008.21,4.73,0.23,1,0.263,0.089,1.033,0.851,-60.9,85.8,40.5,-46,0.09,1.4293,0.1014,0,2.7838,2429,0.756,0,0,0.1525,88,N,82059.9,2299.5,100,REF,31.78539194,-109.2927189
SRBWL005.79,4.91,0.24,1,0.268,0.076,1.036,0.877,-87.4,81.1,43.4,-80,0.0975,1.4212,0.2641,98.1,5.6074,2817,0.9673,0,0,0.0884,54,Y,73340.5,12186.7,213,REF,33.59941667,-109.4494444
SRCRS006.19,15.98,0.09,0,0.308,0.083,1.061,0.803,-53.1,76.5,45,-60,0.1079,1.47,0.1405,39.8,5.6834,2759,0.9742,0,0,0.1689,23,Y,98736.4,3920,290,REF,34.34430556,-111.0151389
SRNBE000.86,4.91,0.24,1,0.269,0.075,1.036,0.876,-92.9,82.3,43.8,-86,0.1014,1.429,0.2648,97,5.6222,2831,0.9471,0,0,0.0941,54,Y,75690.9,310.7,162,REF,33.59634694,-109.43312
SRREY001.14,12.12,0.14,0,0.284,0.087,1.052,0.846,-32.9,74.5,38.1,-31,0.1057,1.3627,0.1245,0,3.2156,2672,0.9793,0,1236,0.1121,23,Y,36779.4,253.4,130,REF,33.87569444,-110.9879167
SRSNK001.96,4.91,0.24,1,0.271,0.076,1.039,0.878,-94.9,84.7,43,-104,0.0935,1.41,0.2,101.7,5.7369,2796,0.9869,0,1466,0.0709,54,Y,68631.8,302.5,161,REF,33.67486111,-109.4509722
SRWFB005.34,5.29,0.25,1,0.289,0.075,1.051,0.884,-117.6,93.9,41.8,-105,0.1039,1.3846,0.2238,54.1,5.8261,2519,0.7936,0,112612,0.0526,54,Y,89183.6,3452.5,169,REF,33.79411139,-109.4227608
SRWFB015.22,4.48,0.21,1,0.291,0.075,1.055,0.885,-125.4,100,42.5,-117,0.0929,1.39,0.2,14.8,5.8275,2536,0.9067,0,100166,0.0784,25,Y,81243.3,375.8,155,REF,33.89749417,-109.4832825
Swauger.above,4.54,0.19,0.2903,0.073,0.059,0.55,0.26,-104.8,70.5,55.5,-99,0.0624,1.471,0.1119,0,4.7285,2033,0.1133,0.0039,0,0.1308,20,N,50630.8,558,197,REF,38.38168,-119.34457
Swauger.valdez,4.4,0.18,0.19,0.073,0.059,0.547,0.259,-105.5,70,56.1,-103,0.0634,1.4627,0.1171,0,4.7087,1991,0.1375,0.002,413,0.1395,21,N,50978.4,559.7,197,REF,38.35853,-119.34198
Trib.silver,6.73,0.27,0.9955,0.076,0.058,0.561,0.264,-85.5,74,60,-83,0.115,1.18,0.2283,70.8,5.1178,2187,0.5935,0.0148,0,0.1409,100,N,60162.6,472.4,204,REF,38.55187,-119.60802
Truck.forest,4.45,0.19,0.3944,0.066,0.071,0.507,0.243,-82.7,91.6,59.9,-68,0.0727,1.2562,0.1014,0,6.2267,2257,0.48,0.0574,169015,0.0864,34,N,115105.6,3256.2,265,REF,38.795,-120.017
UGCOL003.48,4.68,0.22,0.885,0.284,0.072,1.038,0.881,-106.6,85.6,44,-103,0.0912,1.4038,0.2783,103.1,5.9162,2787,0.9767,0,1609,0.0711,31,Y,45572.8,2707.5,173,REF,33.77148194,-109.1867611
UGETK011.80,3.3,0.18,0.9833,0.263,0.088,1.034,0.851,-66.7,87,42,-52,0.09,1.4229,0.1143,0,2.4882,2777,0.6279,0,0,0.2183,44,N,90163.9,490.7,132,REF,31.90863806,-109.2525808
UGSCV002.80,4.89,0.24,0.9846,0.263,0.088,1.032,0.85,-62.1,84.1,40.6,-59,0.0924,1.4327,0.1179,0,2.4606,2556,0.671,0,0,0.1634,82,N,84178.1,300.5,132,REF,31.85375,-109.1923611
USGS06191500,4.66,0.2,0.4747,0.177,0.05,0.602,0.368,-153.9,127.7,56.8,-118,0.0767,1.5509,0.1744,16.4,4.4786,1718,0.4093,0,341724635,0.0828,2697,N,74158.4,2392.1,228,REF,45.11190033,-110.7939987
USGS06298000,16.62,0.17,0,0.173,0.042,0.773,0.543,-139.4,106.3,58.1,-132,0.1236,1.357,0.3259,32.1,4.1034,2280,0.5999,0,300496,0.0666,84,N,78433.7,3859.4,245,REF,44.84939957,-107.3050003
USGS11264500,3.44,0.16,0,0.039,0.074,0.388,0.193,-96,86.5,62.8,-45,0.0497,1.3798,0.0383,0,6.2116,1774,0.4247,0.0388,247763,0.123,4084,N,109117.7,543.8,245,REF,37.73160172,-119.5589981
USGS11266500,3.37,0.16,0,0.038,0.074,0.385,0.192,-87.3,82.3,61.9,-34,0.053,1.4034,0.0468,0,6.1949,1972,0.5181,0.0486,719639,0.129,5509,N,171196.4,7046.7,171,REF,37.71689987,-119.6660004
USGS11367808,5.76,0.21,0.5637,0.032,0.048,0.277,0.126,-40.2,100.4,62.3,-9,0.1738,1.0906,0.1856,5.2,6.7508,3144,0.8816,0.0456,1945119,0.0609,1663,N,172572.2,10321.2,165,REF,41.09400177,-122.1169968
USGS11383500,6.12,0.25,0.987,0.038,0.147,0.332,0.192,-22.2,88.2,51.8,22,0.1235,1.2372,0.183,44.3,5.2765,3059,0.6693,0.067,1873009,0.1004,49,N,182700.8,11067.3,172,REF,40.01399994,-121.947998
USGS12056500,3.54,0.16,0.2197,0.032,0.378,0.176,0.285,-28.7,207.5,84,-6,0.1116,1.1547,0.1341,0,10.679,2869,0.8191,0.0657,38198,0.1982,129,N,512305.7,22379.6,260,REF,47.5143013,-123.3300018
USGS12117000,5.17,0.23,0.7321,0.032,0.196,0.269,0.314,-24.1,198.6,75,-10,0.1421,1.0815,0.1764,0,11.084,3974,0.8346,0.2319,15057,0.1019,3604,N,292680.1,9409.5,234,REF,47.38650131,-121.8460007
USGS12117695,2.21,0.19,0.2247,0.032,0.198,0.267,0.312,-10.2,182,74,-6,0.18,1.0819,0.1891,0,11.0243,3963,0.5662,0.5823,4661,0.0833,1914,N,235286.7,7801.5,225,REF,47.40309906,-121.8990021
USGS12177450,4.22,0.12,0,0.026,0.123,0.295,0.237,-63.9,176.8,68.9,-44,0.1462,1.04,0.1824,0,11.0863,2198,0.5173,0.0097,339124,0.292,437,N,288384,7036.2,220,REF,48.7322998,-121.1669998
USGS12178400,3.75,0.15,0.0124,0.026,0.122,0.295,0.237,-61.1,180.5,70.1,-19,0.1257,1.1243,0.1628,0,11.0984,1823,0.3977,0.0348,52937,0.3172,10923,N,294122.3,7221.8,240,REF,48.68119812,-121.2730026
USGS12354000,3.41,0.12,0,0.065,0.041,0.438,0.289,-81.6,142.3,65.5,-75,0.0835,1.3653,0.2775,0,10.3682,2717,0.8613,0,60601,0.1184,854,N,102316.8,1225.2,216,REF,47.2969017,-115.1230011
USGS12411000,4.45,0.11,0,0.057,0.043,0.43,0.28,-76.9,154,66.6,-70,0.0849,1.2416,0.2602,0,10.3629,3050,0.944,0,16401,0.0949,1261,N,133248.5,3809,194,REF,47.70709991,-115.9779968
USGS12413000,4.17,0.12,0,0.057,0.043,0.431,0.282,-75.8,152.3,65.9,-62,0.0899,1.2345,0.2513,0,10.3706,3198,0.9365,0,81815,0.1064,3482,N,100974.9,5205.4,155,REF,47.56880188,-116.2529984
USGS12413875,1.41,0.13,0,0.068,0.042,0.446,0.295,-85.6,166.5,69.8,-75,0.0992,1.1107,0.1599,0,10.3724,2436,0.7324,0,78129,0.1125,1453,N,91721.7,542.2,256,REF,47.05599976,-115.3529968
USGS12506000,7.15,0.27,1,0.035,0.222,0.276,0.288,-58.1,96.2,64.6,-53,0.1267,1.2415,0.2893,41.6,10.0192,2615,0.5382,0.0366,47330,0.0795,22,N,76569.2,3611.2,155,REF,46.31100082,-120.788002
USGS12508480,6.82,0.27,0.9594,0.036,0.212,0.277,0.274,-55.4,74.7,62.5,-50,0.1289,1.2947,0.3296,33.7,8.3499,1898,0.2382,0.0407,34620,0.0442,85,N,28569,9797.9,311,REF,46.25370026,-120.4079971
USGS13019438,7.71,0.15,0,0.25,0.092,0.806,0.547,-158,108.3,51.5,-173,0.0858,1.4733,0.37,19.8,4.6439,1990,0.4505,0,5198,0.1175,1652,N,55649.7,2923.2,260,REF,43.29859924,-110.5179977
USGS13091995,5.22,0.42,0.81,0.247,0.142,0.74,0.465,-90.5,89.5,58.5,-64,0.1281,1.3494,0.3612,0,6.0529,1915,0.0962,0,1001,0.1023,304,N,59522.4,3478.8,197,REF,42.32460022,-114.2730026
USGS13120500,4.96,0.19,0.3974,0.158,0.068,0.668,0.365,-149.1,95.1,57.4,-162,0.0917,1.4376,0.1876,0,4.61,1450,0.292,0,801804,0.1085,2181,N,72515.5,8365.5,188,REF,43.99829865,-114.0210037
USGS13147900,7.67,0.2,0.5365,0.16,0.066,0.678,0.368,-127.8,77.2,56.6,-135,0.0937,1.3713,0.2243,0,4.2556,1595,0.2487,0,1284949,0.0991,1710,N,49891.1,480.1,225,REF,43.49160004,-114.0589981
USGS14203750,8.08,0.31,0.9925,0.036,0.332,0.241,0.275,-8.4,180.3,76,-10,0.1742,0.9367,0.1762,0,10.5422,4089,0.7483,0.5696,0,0.1173,57,N,179015,6682.9,193,REF,45.64339828,-123.3700027
USGS341014116494801,2.84,0.13,0,0.083,0.223,0.819,0.425,-88.6,58.3,42,-44,0.0627,1.5453,0.1187,0,2.8488,2225,0.7092,0,52347,0.1516,1009,N,51970.6,598.3,190,REF,34.17060089,-116.8310013
USGS373901119530701,4.17,0.15,0.0022,0.037,0.078,0.381,0.191,-37.9,65.8,60.3,9,0.0972,1.4289,0.1756,18.2,5.5819,2930,0.7653,0.0545,131943,0.1393,721,N,66172.5,803.5,259,REF,37.65019989,-119.8860016
USGS374421119355601,3.33,0.16,0,0.038,0.074,0.386,0.192,-91.6,84.3,62.2,-38,0.0472,1.3811,0.031,0,6.2163,1898,0.4742,0.0392,719639,0.1268,4084,N,171001.5,153,255,REF,37.73910141,-119.5999985
USGS374435119335301,3.48,0.16,0,0.038,0.072,0.384,0.191,-90.5,83.1,61.2,-33,0.0402,1.38,0.0108,0,6.2072,1960,0.4651,0.0415,719639,0.1436,3782,N,68490.4,1382.8,255,REF,37.74300003,-119.5660019
USGS374442119330201,3.5,0.16,0,0.038,0.072,0.384,0.191,-91.5,83.1,61.2,-52,0.04,1.38,0.01,0,6.2079,1931,0.4637,0.0416,719639,0.1454,3782,N,68586.2,1380.9,256,REF,37.74489975,-119.552002
USGS401116121315201,6.46,0.26,0.9825,0.038,0.135,0.33,0.187,-50.3,86.9,52.9,-21,0.1139,1.1842,0.191,37.1,5.9254,3065,0.8518,0.08,1873009,0.0827,49,N,167918.7,3361.1,254,REF,40.18769836,-121.5319977
USGS402114105350101,2.78,0.11,0.0005,0.234,0.038,1.14,0.599,-143,131.1,55.3,-96,0.0847,1.5795,0.1,47.7,4.834,1933,0.4487,0,817713,0.144,30,N,90106.6,5024,217,REF,40.35390091,-105.5839996
USGS404707111094301,6.25,0.17,0,0.428,0.157,1.052,0.684,-140.6,106.9,52.8,-121,0.112,1.4012,0.3162,0,6.2715,2278,0.6112,0,783230,0.1278,83,N,80128.6,4325.5,227,REF,40.78530121,-111.1620026
USGS404751111423501,21.75,0.13,0,0.451,0.224,1.017,0.708,-97.6,93,54,-101,0.11,1.27,0.17,0,6.4057,2579,0.1425,0,0,0.1233,24,N,104282.9,3076,215,REF,40.79740143,-111.7099991
USGS410522111541201,4.03,0.14,0,0.466,0.287,0.989,0.732,-97,111,56,-89,0.0818,1.3427,0.1091,0,5.8907,2022,0.2923,0,0,0.2787,29,N,71198,954.3,190,REF,41.08940125,-111.9029999
USGS441549123232503,1.73,0.13,0,0.042,0.628,0.138,0.282,4.6,149.5,73,6,0.16,1.2663,0.3153,0,9.8044,4260,0.7087,0.0385,1460,0.0691,38,N,111301.4,2423,200,REF,44.26350021,-123.3909988
USGS465637116381400,5.48,0.13,0.0093,0.056,0.041,0.44,0.302,-72.6,141.3,64.7,-71,0.1111,1.2812,0.2635,4.2,8.7129,3564,0.8682,0,2506,0.0853,2708,N,78924.7,1284.8,216,REF,46.94350052,-116.6380005
USGS472304115235900,3.57,0.12,0,0.063,0.041,0.438,0.288,-81.3,150.9,66.4,-84,0.093,1.3066,0.3091,0,10.3998,2581,0.8447,0,52187,0.113,827,N,123482.6,977.5,215,REF,47.38439941,-115.401001
USGS472510115360800,4.14,0.11,0,0.062,0.041,0.437,0.288,-82.1,167.7,68.1,-75,0.0807,1.316,0.2423,0,10.39,2595,0.8186,0,33294,0.1215,71,N,144943.7,819.3,215,REF,47.41939926,-115.6029968
USGS473925115530200,0.82,0.12,0,0.059,0.041,0.432,0.283,-83.4,159.6,66.8,-75,0.0923,1.151,0.2112,0,10.4015,2962,0.9308,0,0,0.1627,821,N,123052.6,1075.4,229,REF,47.6568985,-115.8850021
UT16163,16.9,0.09,0,0.432,0.226,1.023,0.708,-107.1,107.7,53.8,-104,0.0979,1.3111,0.1974,0,6.7866,2325,0.2133,0,2650,0.0948,35,N,81041.5,4385.5,255,REF,41.299,-111.549
UT25141,1.6,0.15,0,0.404,0.11,1.029,0.658,-156,86,51,-174,0.1265,1.3347,0.3541,0,5.5705,1447,0.4869,0,52220,0.0397,20,N,67054,13176.4,282,REF,40.81998,-109.93876
UT26728,1.61,0.15,0,0.409,0.111,1.032,0.66,-158.8,86.3,50.8,-169,0.0726,1.5169,0.1118,0,5.6177,1607,0.4647,0,118920,0.0554,20,N,69404.2,14151.1,282,REF,40.7567,-109.99363
VRPIE000.29,10.6,0.17,0.2136,0.298,0.089,1.044,0.761,-39.7,66,45.9,-21,0.1135,1.4527,0.2462,66.3,5.5325,2321,0.7441,0,4139,0.0782,78,Y,60494.4,2178,160,REF,34.22429722,-111.4878233
VRSYH000.25,4.62,0.19,0.2892,0.289,0.1,1.037,0.772,-13.1,55.3,38.3,15,0.103,1.3525,0.16,42.7,4.703,1639,0.1449,0,0,0.0804,61,Y,55533.4,2244.5,124,REF,34.07958417,-111.7011128
VRWBV006.54,8.88,0.31,0.9164,0.309,0.083,1.033,0.705,-64.1,66.5,52.4,-16,0.1305,1.3855,0.3027,56.7,5.0864,1972,0.6417,0,537399,0.0491,68,Y,68441.4,7469.9,269,REF,34.64882333,-111.7500244
VRWBV012.56,8.77,0.32,0.9675,0.312,0.082,1.037,0.711,-74.2,69.8,53,-32,0.1277,1.386,0.285,64.8,5.2817,2090,0.751,0,5553,0.0477,68,Y,64609.9,1173.8,121,REF,34.67325972,-111.6683425
VRWOK000.82,13.47,0.15,0.2779,0.3,0.079,1.006,0.636,-80.7,69.6,50.8,-58,0.0961,1.4324,0.1276,70.2,5.1266,2694,0.9841,0,3032,0.067,37,Y,86551.3,5229.9,127,REF,34.99625,-111.7454167
WAZP04-RCYN1,14.06,0.09,0,0.311,0.081,1.071,0.83,-60,81.8,46.5,-77,0.0976,1.468,0.1734,80,5.8025,2161,0.9478,0,4352,0.059,24,Y,59158.7,255.2,170,REF,34.2585,-110.79526
WAZP04-RPIN1,13.02,0.16,0.3202,0.3,0.087,1.042,0.752,-54.6,77.8,47,-52,0.1099,1.4256,0.1252,30.8,5.5828,2727,0.9871,0,2123,0.1238,78,Y,62259,121.7,162,REF,34.42125,-111.44019
WAZP04-RRED1,4.91,0.24,1,0.251,0.089,1.035,0.858,-0.7,63.1,40.4,9,0.1291,1.4867,0.3644,0,2.8636,2003,0.4857,0,0,0.102,69,N,38792.7,217.1,155,REF,32.45263,-110.31525
WAZP04-RTRT1,6.27,0.22,0.4645,0.284,0.093,0.991,0.585,-56.8,47.4,48.2,-6,0.1256,1.4673,0.2575,0.6,5.4866,1492,0.2134,0,157260,0.0293,907,N,27166.1,1972.2,125,REF,34.98695,-113.5212
WAZP99-0545,6.79,0.31,1,0.294,0.074,1.054,0.886,-108,94.2,43.2,-112,0.1307,1.1547,0.3396,17.9,5.4818,1842,0.2839,0,2230587,0.0196,36,Y,58551.9,2329.8,157,REF,33.9124,-109.35581
WAZP99-0551,12.62,0.12,0,0.278,0.086,1.05,0.852,-5.4,62.8,38.1,15,0.0978,1.3367,0.1446,0,2.9106,2122,0.2524,0,422,0.1264,22,Y,48375.5,465.8,145,REF,33.71258,-110.84657
WAZP99-0569,4.91,0.24,1,0.268,0.075,1.033,0.875,-101,84,44,-96,0.1057,1.4371,0.2729,101,5.6267,2626,0.825,0,1564,0.0927,52,Y,58178.3,2156,158,REF,33.59193,-109.32201
WAZP99-0598,15.81,0.08,0,0.311,0.082,1.07,0.826,-58,84.3,46.3,-80,0.0977,1.47,0.1743,73.9,5.8241,2160,0.9279,0,4352,0.052,24,Y,58380.8,803.9,144,REF,34.29193,-110.81325
WAZP99-0639,4.91,0.24,1,0.283,0.073,1.04,0.881,-101.9,84,45,-104,0.0846,1.3969,0.239,99.7,5.9221,2587,0.9738,0,65283,0.0368,33,Y,65215.5,4499.5,151,REF,33.75029,-109.21598
WAZP99-0648,6.84,0.32,0.9989,0.327,0.074,1.09,0.886,-84.2,74.3,44.6,-74,0.125,1.4082,0.2929,100.1,5.4512,1710,0.7151,0,121520,0.0216,50,Y,60494.1,1900.1,152,REF,34.34528,-109.96471
WAZP99-0681,4.51,0.21,0.7272,0.269,0.073,1.026,0.874,-75.8,70.5,42.9,-35,0.1,1.4353,0.3054,84.7,5.4492,2052,0.791,0,65283,0.0804,971,Y,60598.9,2190.7,170,REF,33.23999,-109.19103
WAZP99-0768,15.21,0.1,0,0.276,0.068,0.975,0.563,-94.9,71.8,55.6,-19,0.1099,1.4499,0.1246,60.4,4.6293,1987,0.6509,0,4027,0.1269,18,N,26377.8,3849.4,258,REF,36.1214,-112.07993
WAZP99-0783,4.91,0.24,1,0.268,0.071,1.018,0.871,-95,76.3,42,-63,0.0883,1.4024,0.2703,98.7,5.6608,2417,0.9904,0,1376,0.0963,62,Y,38219.6,6321.4,197,REF,33.56385,-109.11079
WAZP99-0828,6.46,0.3,1,0.294,0.074,1.053,0.885,-107,92.5,43.3,-106,0.1224,1.1928,0.3184,31.2,5.5048,1893,0.3656,0,2230587,0.0239,36,Y,42496.4,9455.8,225,REF,33.86358,-109.31927
WAZP99-0833,9.73,0.14,0,0.304,0.083,1.063,0.824,-56.7,75.1,44.5,-42,0.1057,1.382,0.2009,64.6,5.2539,2429,0.9542,0,2743,0.0574,24,Y,57807.8,457.4,161,REF,34.19256,-111.03606
WAZP99-0868,11.86,0.19,0.4467,0.301,0.085,1.043,0.747,-53.6,79.3,47.3,-80,0.0906,1.4307,0.192,98.3,5.6021,2743,0.9848,0,3657,0.0469,59,Y,68823.2,368.4,154,REF,34.55062,-111.40256
WAZP99-0888,4.91,0.24,1,0.271,0.075,1.036,0.877,-104.3,86.8,43.5,-108,0.096,1.4218,0.2,99.8,5.7129,2756,0.9451,0,7302,0.0597,58,Y,73268,956.8,140,REF,33.68444,-109.39573
